stop_id,route_id,hour,day_of_week,tap_in_count_15m,scheduled_headway_minutes,vehicle_capacity,event_flag,rainfall_level,density_level,load_factor
TJ_CAWANG,TJ_02,7,4,132,8,80,0,0,OVERLOADED,1.65
KRL_TANAH_ABANG,MRT_NS,13,0,518,5,1200,0,1,LOW,0.432
MRT_DUKUH_ATAS,MKT_01,14,0,7,12,12,0,1,MEDIUM,0.583
TJ_BLOK_M,MKT_01,9,0,8,12,12,0,1,MEDIUM,0.667
TJ_BLOK_M,MKT_01,21,1,10,12,12,0,0,HIGH,0.833
KRL_TANAH_ABANG,MRT_NS,21,4,1189,5,1200,0,0,HIGH,0.991
KRL_TANAH_ABANG,MKT_01,20,3,6,12,12,0,1,MEDIUM,0.5
TJ_DUKUH_ATAS,KRL_CL,17,1,1508,5,1200,0,2,OVERLOADED,1.257
TJ_CAWANG,TJ_01,15,4,48,8,80,1,2,MEDIUM,0.6
KRL_CAWANG,KRL_CL,9,2,1639,5,1200,0,2,OVERLOADED,1.366
TJ_BLOK_M,MRT_NS,12,4,962,5,1200,0,0,HIGH,0.802
MRT_DUKUH_ATAS,MKT_01,17,4,16,12,12,1,0,OVERLOADED,1.333
TJ_CAWANG,MKT_01,21,3,7,12,12,0,1,MEDIUM,0.583
KRL_CAWANG,MKT_01,20,3,4,12,12,1,1,LOW,0.333
TJ_DUKUH_ATAS,MRT_NS,14,5,1163,5,1200,1,3,HIGH,0.969
TJ_DUKUH_ATAS,TJ_01,9,6,50,8,80,0,0,MEDIUM,0.625
KRL_CAWANG,MKT_01,21,5,8,12,12,1,2,MEDIUM,0.667
KRL_TANAH_ABANG,TJ_02,14,4,63,8,80,0,1,HIGH,0.787
TJ_CAWANG,TJ_01,12,3,92,8,80,1,1,OVERLOADED,1.15
KRL_TANAH_ABANG,TJ_01,5,5,37,8,80,0,1,MEDIUM,0.463
MRT_DUKUH_ATAS,TJ_02,19,2,97,8,80,0,0,OVERLOADED,1.212
TJ_BLOK_M,MRT_NS,15,1,826,5,1200,1,0,MEDIUM,0.688
MRT_DUKUH_ATAS,MRT_NS,5,1,649,5,1200,0,2,MEDIUM,0.541
KRL_TANAH_ABANG,MKT_01,5,5,2,12,12,0,2,LOW,0.167
MRT_DUKUH_ATAS,MKT_01,17,0,5,12,12,0,0,LOW,0.417
KRL_TANAH_ABANG,MRT_NS,20,3,233,5,1200,0,1,LOW,0.194
KRL_TANAH_ABANG,TJ_01,7,2,177,8,80,1,0,OVERLOADED,2.212
TJ_CAWANG,TJ_01,15,2,31,8,80,0,0,LOW,0.388
KRL_CAWANG,TJ_02,5,0,50,8,80,0,1,MEDIUM,0.625
TJ_DUKUH_ATAS,TJ_02,7,2,39,8,80,0,1,MEDIUM,0.487
TJ_DUKUH_ATAS,MKT_01,18,3,7,12,12,0,0,MEDIUM,0.583
KRL_CAWANG,TJ_01,22,4,31,8,80,0,3,LOW,0.388
TJ_DUKUH_ATAS,TJ_02,12,1,25,8,80,0,3,LOW,0.312
TJ_DUKUH_ATAS,MKT_01,11,6,2,12,12,1,2,LOW,0.167
MRT_DUKUH_ATAS,TJ_01,5,1,12,8,80,0,2,LOW,0.15
KRL_TANAH_ABANG,TJ_01,12,0,37,8,80,0,0,MEDIUM,0.463
MRT_DUKUH_ATAS,KRL_CL,18,1,768,5,1200,0,0,MEDIUM,0.64
KRL_CAWANG,TJ_01,13,2,49,8,80,1,3,MEDIUM,0.613
MRT_DUKUH_ATAS,MKT_01,7,6,12,12,12,0,2,OVERLOADED,1.0
KRL_TANAH_ABANG,TJ_01,6,6,41,8,80,0,0,MEDIUM,0.512
TJ_DUKUH_ATAS,MKT_01,9,0,18,12,12,1,2,OVERLOADED,1.5
KRL_CAWANG,MRT_NS,21,0,694,5,1200,0,0,MEDIUM,0.578
MRT_DUKUH_ATAS,MRT_NS,10,0,608,5,1200,1,0,MEDIUM,0.507
KRL_CAWANG,TJ_01,22,1,37,8,80,0,2,MEDIUM,0.463
TJ_BLOK_M,KRL_CL,13,5,750,5,1200,0,0,MEDIUM,0.625
TJ_CAWANG,MKT_01,8,6,12,12,12,0,2,OVERLOADED,1.0
TJ_CAWANG,TJ_02,10,5,59,8,80,0,2,MEDIUM,0.738
TJ_BLOK_M,TJ_01,14,0,37,8,80,0,0,MEDIUM,0.463
TJ_BLOK_M,TJ_01,6,3,18,8,80,1,0,LOW,0.225
TJ_CAWANG,MKT_01,12,4,3,12,12,0,0,LOW,0.25
KRL_TANAH_ABANG,TJ_01,22,1,32,8,80,0,3,LOW,0.4
KRL_TANAH_ABANG,MKT_01,10,5,7,12,12,0,3,MEDIUM,0.583
KRL_TANAH_ABANG,MKT_01,15,1,6,12,12,0,3,MEDIUM,0.5
MRT_DUKUH_ATAS,MRT_NS,6,1,584,5,1200,0,0,MEDIUM,0.487
KRL_CAWANG,MRT_NS,5,4,1096,5,1200,0,2,HIGH,0.913
MRT_DUKUH_ATAS,KRL_CL,18,5,1820,5,1200,0,1,OVERLOADED,1.517
TJ_BLOK_M,TJ_01,16,3,125,8,80,0,2,OVERLOADED,1.562
KRL_CAWANG,TJ_02,19,4,144,8,80,1,2,OVERLOADED,1.8
MRT_DUKUH_ATAS,KRL_CL,5,6,417,5,1200,0,0,LOW,0.347
MRT_DUKUH_ATAS,MRT_NS,16,5,2009,5,1200,0,3,OVERLOADED,1.674
MRT_DUKUH_ATAS,KRL_CL,5,6,767,5,1200,0,0,MEDIUM,0.639
TJ_BLOK_M,MRT_NS,14,5,940,5,1200,0,3,HIGH,0.783
MRT_DUKUH_ATAS,MRT_NS,16,6,2572,5,1200,1,3,OVERLOADED,2.143
KRL_CAWANG,MKT_01,19,5,13,12,12,0,0,OVERLOADED,1.083
MRT_DUKUH_ATAS,MKT_01,11,3,3,12,12,0,3,LOW,0.25
TJ_BLOK_M,TJ_01,9,3,108,8,80,0,2,OVERLOADED,1.35
TJ_CAWANG,MRT_NS,12,1,550,5,1200,1,1,MEDIUM,0.458
TJ_DUKUH_ATAS,KRL_CL,19,0,2189,5,1200,1,0,OVERLOADED,1.824
TJ_CAWANG,TJ_01,13,1,17,8,80,0,0,LOW,0.212
MRT_DUKUH_ATAS,TJ_01,22,2,41,8,80,1,1,MEDIUM,0.512
TJ_DUKUH_ATAS,TJ_02,11,6,28,8,80,0,0,LOW,0.35
TJ_BLOK_M,KRL_CL,20,2,479,5,1200,0,0,LOW,0.399
TJ_CAWANG,TJ_02,14,6,62,8,80,1,1,HIGH,0.775
TJ_CAWANG,MKT_01,6,6,6,12,12,0,3,MEDIUM,0.5
KRL_TANAH_ABANG,TJ_01,11,1,36,8,80,0,3,MEDIUM,0.45
KRL_TANAH_ABANG,TJ_02,14,1,66,8,80,0,2,HIGH,0.825
TJ_DUKUH_ATAS,MRT_NS,12,6,1075,5,1200,0,3,HIGH,0.896
KRL_TANAH_ABANG,TJ_02,18,5,106,8,80,1,0,OVERLOADED,1.325
MRT_DUKUH_ATAS,MRT_NS,14,0,973,5,1200,1,0,HIGH,0.811
TJ_BLOK_M,MRT_NS,10,5,579,5,1200,0,1,MEDIUM,0.482
MRT_DUKUH_ATAS,KRL_CL,6,1,582,5,1200,0,0,MEDIUM,0.485
TJ_BLOK_M,TJ_01,15,5,67,8,80,1,0,HIGH,0.838
TJ_BLOK_M,MKT_01,9,3,11,12,12,0,1,HIGH,0.917
TJ_BLOK_M,TJ_02,7,1,139,8,80,0,1,OVERLOADED,1.738
MRT_DUKUH_ATAS,MKT_01,5,3,7,12,12,0,0,MEDIUM,0.583
TJ_DUKUH_ATAS,TJ_02,8,3,70,8,80,0,2,HIGH,0.875
TJ_DUKUH_ATAS,TJ_01,12,3,51,8,80,0,0,MEDIUM,0.637
TJ_CAWANG,MKT_01,13,2,8,12,12,1,1,MEDIUM,0.667
TJ_CAWANG,MRT_NS,13,4,117,5,1200,0,0,LOW,0.098
TJ_BLOK_M,KRL_CL,17,4,2015,5,1200,1,0,OVERLOADED,1.679
TJ_CAWANG,TJ_01,10,3,52,8,80,0,3,MEDIUM,0.65
KRL_TANAH_ABANG,KRL_CL,5,0,664,5,1200,1,3,MEDIUM,0.553
KRL_CAWANG,TJ_02,10,0,44,8,80,0,2,MEDIUM,0.55
TJ_CAWANG,TJ_01,10,2,45,8,80,0,0,MEDIUM,0.562
TJ_DUKUH_ATAS,MRT_NS,18,5,1189,5,1200,1,0,HIGH,0.991
KRL_TANAH_ABANG,MKT_01,17,3,20,12,12,1,0,OVERLOADED,1.667
TJ_DUKUH_ATAS,TJ_01,10,5,65,8,80,0,3,HIGH,0.812
KRL_CAWANG,TJ_01,5,6,35,8,80,0,1,LOW,0.438
MRT_DUKUH_ATAS,TJ_02,19,6,120,8,80,0,0,OVERLOADED,1.5
TJ_BLOK_M,KRL_CL,5,2,1055,5,1200,0,2,HIGH,0.879
TJ_BLOK_M,MRT_NS,21,3,677,5,1200,0,1,MEDIUM,0.564
MRT_DUKUH_ATAS,MRT_NS,14,4,39,5,1200,1,0,LOW,0.033
TJ_BLOK_M,TJ_01,8,6,124,8,80,1,2,OVERLOADED,1.55
KRL_TANAH_ABANG,MKT_01,20,1,5,12,12,0,0,LOW,0.417
KRL_TANAH_ABANG,TJ_02,17,1,146,8,80,1,1,OVERLOADED,1.825
TJ_DUKUH_ATAS,TJ_01,13,2,46,8,80,1,0,MEDIUM,0.575
KRL_CAWANG,TJ_02,15,4,18,8,80,0,2,LOW,0.225
MRT_DUKUH_ATAS,MKT_01,7,4,22,12,12,1,1,OVERLOADED,1.833
TJ_CAWANG,KRL_CL,9,4,2219,5,1200,0,0,OVERLOADED,1.849
MRT_DUKUH_ATAS,TJ_02,13,3,43,8,80,0,0,MEDIUM,0.537
KRL_CAWANG,KRL_CL,19,1,933,5,1200,0,3,HIGH,0.777
MRT_DUKUH_ATAS,TJ_01,19,4,79,8,80,1,0,HIGH,0.988
KRL_CAWANG,TJ_01,14,5,47,8,80,1,0,MEDIUM,0.588
KRL_CAWANG,MRT_NS,20,3,1357,5,1200,1,0,OVERLOADED,1.131
TJ_BLOK_M,TJ_01,20,3,55,8,80,1,0,MEDIUM,0.688
KRL_CAWANG,MKT_01,8,0,5,12,12,1,2,LOW,0.417
TJ_CAWANG,TJ_01,13,1,76,8,80,1,2,HIGH,0.95
TJ_DUKUH_ATAS,TJ_02,15,3,18,8,80,0,0,LOW,0.225
TJ_CAWANG,KRL_CL,16,6,1224,5,1200,1,2,OVERLOADED,1.02
TJ_CAWANG,MKT_01,6,3,4,12,12,0,3,LOW,0.333
MRT_DUKUH_ATAS,TJ_01,11,0,63,8,80,0,0,HIGH,0.787
MRT_DUKUH_ATAS,KRL_CL,17,6,1598,5,1200,0,0,OVERLOADED,1.332
TJ_DUKUH_ATAS,TJ_02,17,4,148,8,80,1,0,OVERLOADED,1.85
TJ_CAWANG,TJ_02,7,4,84,8,80,0,0,OVERLOADED,1.05
KRL_TANAH_ABANG,TJ_01,13,0,46,8,80,1,0,MEDIUM,0.575
TJ_DUKUH_ATAS,KRL_CL,19,5,1845,5,1200,0,3,OVERLOADED,1.538
KRL_TANAH_ABANG,TJ_01,12,3,64,8,80,0,3,HIGH,0.8
KRL_CAWANG,TJ_01,14,6,54,8,80,1,0,MEDIUM,0.675
MRT_DUKUH_ATAS,TJ_02,6,6,48,8,80,1,2,MEDIUM,0.6
TJ_CAWANG,KRL_CL,20,3,705,5,1200,0,1,MEDIUM,0.588
TJ_CAWANG,MKT_01,19,6,22,12,12,0,0,OVERLOADED,1.833
KRL_TANAH_ABANG,MRT_NS,11,1,563,5,1200,0,3,MEDIUM,0.469
KRL_CAWANG,MKT_01,8,4,21,12,12,0,2,OVERLOADED,1.75
MRT_DUKUH_ATAS,MKT_01,16,5,11,12,12,0,1,HIGH,0.917
MRT_DUKUH_ATAS,TJ_01,11,2,24,8,80,0,3,LOW,0.3
TJ_DUKUH_ATAS,TJ_01,12,5,49,8,80,1,0,MEDIUM,0.613
TJ_BLOK_M,MKT_01,22,0,7,12,12,0,0,MEDIUM,0.583
KRL_TANAH_ABANG,TJ_01,20,5,31,8,80,0,3,LOW,0.388
TJ_CAWANG,TJ_01,8,1,93,8,80,0,3,OVERLOADED,1.163
KRL_CAWANG,KRL_CL,20,2,805,5,1200,0,0,MEDIUM,0.671
MRT_DUKUH_ATAS,MKT_01,15,0,5,12,12,0,0,LOW,0.417
KRL_CAWANG,TJ_01,16,3,150,8,80,1,0,OVERLOADED,1.875
MRT_DUKUH_ATAS,KRL_CL,19,4,1468,5,1200,0,0,OVERLOADED,1.223
KRL_CAWANG,KRL_CL,7,5,1041,5,1200,0,0,HIGH,0.868
MRT_DUKUH_ATAS,TJ_02,22,0,48,8,80,0,3,MEDIUM,0.6
TJ_DUKUH_ATAS,TJ_02,16,4,102,8,80,0,3,OVERLOADED,1.275
MRT_DUKUH_ATAS,MRT_NS,15,2,232,5,1200,0,3,LOW,0.193
KRL_TANAH_ABANG,MRT_NS,18,1,1386,5,1200,0,0,OVERLOADED,1.155
TJ_CAWANG,TJ_02,12,3,19,8,80,0,3,LOW,0.237
TJ_CAWANG,TJ_01,17,0,66,8,80,0,3,HIGH,0.825
TJ_DUKUH_ATAS,TJ_01,15,4,66,8,80,0,3,HIGH,0.825
KRL_CAWANG,MRT_NS,8,5,1401,5,1200,0,1,OVERLOADED,1.167
TJ_CAWANG,TJ_02,20,3,34,8,80,0,0,LOW,0.425
KRL_CAWANG,KRL_CL,17,4,560,5,1200,0,3,MEDIUM,0.467
KRL_CAWANG,TJ_02,11,2,46,8,80,0,1,MEDIUM,0.575
TJ_BLOK_M,MKT_01,18,6,21,12,12,0,1,OVERLOADED,1.75
TJ_DUKUH_ATAS,MRT_NS,15,6,853,5,1200,1,0,MEDIUM,0.711
KRL_CAWANG,MKT_01,12,0,8,12,12,1,3,MEDIUM,0.667
TJ_DUKUH_ATAS,KRL_CL,21,0,416,5,1200,1,1,LOW,0.347
TJ_BLOK_M,KRL_CL,18,3,867,5,1200,0,0,MEDIUM,0.723
TJ_BLOK_M,KRL_CL,16,6,1040,5,1200,0,1,HIGH,0.867
MRT_DUKUH_ATAS,MRT_NS,21,5,912,5,1200,0,2,HIGH,0.76
TJ_CAWANG,MKT_01,9,2,11,12,12,0,3,HIGH,0.917
KRL_TANAH_ABANG,KRL_CL,22,1,808,5,1200,1,3,MEDIUM,0.673
KRL_TANAH_ABANG,MRT_NS,20,6,693,5,1200,0,3,MEDIUM,0.578
MRT_DUKUH_ATAS,MRT_NS,20,2,743,5,1200,1,1,MEDIUM,0.619
MRT_DUKUH_ATAS,MRT_NS,13,4,1004,5,1200,0,1,HIGH,0.837
TJ_DUKUH_ATAS,MRT_NS,13,2,446,5,1200,0,1,LOW,0.372
MRT_DUKUH_ATAS,MRT_NS,19,3,1075,5,1200,0,2,HIGH,0.896
KRL_TANAH_ABANG,TJ_01,21,0,30,8,80,0,1,LOW,0.375
KRL_TANAH_ABANG,MKT_01,11,4,9,12,12,0,2,HIGH,0.75
KRL_CAWANG,TJ_01,11,0,39,8,80,0,0,MEDIUM,0.487
TJ_DUKUH_ATAS,KRL_CL,20,0,465,5,1200,1,2,LOW,0.388
MRT_DUKUH_ATAS,TJ_02,8,6,86,8,80,0,0,OVERLOADED,1.075
KRL_CAWANG,KRL_CL,11,6,306,5,1200,0,0,LOW,0.255
TJ_BLOK_M,TJ_01,8,6,145,8,80,0,2,OVERLOADED,1.812
TJ_DUKUH_ATAS,MKT_01,16,5,12,12,12,1,0,OVERLOADED,1.0
TJ_DUKUH_ATAS,TJ_02,6,6,17,8,80,0,2,LOW,0.212
MRT_DUKUH_ATAS,MRT_NS,11,3,0,5,1200,1,0,LOW,0.0
TJ_CAWANG,TJ_01,10,1,32,8,80,0,3,LOW,0.4
TJ_BLOK_M,MKT_01,14,5,5,12,12,0,0,LOW,0.417
TJ_BLOK_M,MRT_NS,16,6,2078,5,1200,0,0,OVERLOADED,1.732
TJ_BLOK_M,MKT_01,5,4,7,12,12,0,3,MEDIUM,0.583
TJ_BLOK_M,TJ_01,14,1,27,8,80,1,2,LOW,0.338
KRL_TANAH_ABANG,TJ_01,13,0,22,8,80,0,1,LOW,0.275
KRL_TANAH_ABANG,TJ_02,19,2,79,8,80,1,0,HIGH,0.988
TJ_CAWANG,MRT_NS,6,5,737,5,1200,0,0,MEDIUM,0.614
MRT_DUKUH_ATAS,TJ_02,15,6,13,8,80,0,0,LOW,0.163
TJ_BLOK_M,TJ_01,18,0,140,8,80,0,1,OVERLOADED,1.75
TJ_DUKUH_ATAS,TJ_01,8,5,61,8,80,0,0,HIGH,0.762
KRL_TANAH_ABANG,KRL_CL,10,1,480,5,1200,0,1,LOW,0.4
TJ_DUKUH_ATAS,KRL_CL,18,4,1645,5,1200,0,2,OVERLOADED,1.371
MRT_DUKUH_ATAS,KRL_CL,17,2,1978,5,1200,1,2,OVERLOADED,1.648
TJ_CAWANG,TJ_02,19,2,168,8,80,1,0,OVERLOADED,2.1
TJ_DUKUH_ATAS,TJ_01,10,0,49,8,80,0,1,MEDIUM,0.613
KRL_CAWANG,TJ_01,18,3,50,8,80,0,2,MEDIUM,0.625
TJ_CAWANG,MRT_NS,18,4,695,5,1200,0,0,MEDIUM,0.579
TJ_BLOK_M,TJ_01,10,3,36,8,80,0,2,MEDIUM,0.45
TJ_CAWANG,MKT_01,16,1,15,12,12,0,2,OVERLOADED,1.25
KRL_TANAH_ABANG,TJ_01,19,3,93,8,80,1,0,OVERLOADED,1.163
MRT_DUKUH_ATAS,MRT_NS,8,6,1850,5,1200,0,0,OVERLOADED,1.542
TJ_BLOK_M,TJ_01,7,4,97,8,80,0,3,OVERLOADED,1.212
TJ_CAWANG,MKT_01,13,2,3,12,12,0,1,LOW,0.25
KRL_TANAH_ABANG,MKT_01,15,1,7,12,12,1,3,MEDIUM,0.583
TJ_DUKUH_ATAS,TJ_01,6,5,31,8,80,1,3,LOW,0.388
MRT_DUKUH_ATAS,MKT_01,20,2,6,12,12,1,1,MEDIUM,0.5
TJ_DUKUH_ATAS,TJ_01,10,2,40,8,80,1,2,MEDIUM,0.5
KRL_TANAH_ABANG,TJ_01,14,5,56,8,80,1,0,MEDIUM,0.7
TJ_CAWANG,MKT_01,13,2,4,12,12,0,0,LOW,0.333
KRL_CAWANG,KRL_CL,17,2,889,5,1200,0,1,MEDIUM,0.741
KRL_CAWANG,TJ_02,19,3,171,8,80,1,3,OVERLOADED,2.138
KRL_CAWANG,MKT_01,18,6,18,12,12,0,0,OVERLOADED,1.5
TJ_BLOK_M,TJ_01,15,6,57,8,80,0,2,MEDIUM,0.713
MRT_DUKUH_ATAS,TJ_01,7,6,68,8,80,0,0,HIGH,0.85
KRL_TANAH_ABANG,MKT_01,10,3,5,12,12,0,3,LOW,0.417
TJ_DUKUH_ATAS,TJ_02,15,0,31,8,80,0,0,LOW,0.388
TJ_BLOK_M,TJ_01,21,3,19,8,80,1,3,LOW,0.237
TJ_DUKUH_ATAS,TJ_02,7,6,81,8,80,1,0,OVERLOADED,1.012
TJ_DUKUH_ATAS,TJ_01,22,1,28,8,80,0,0,LOW,0.35
TJ_BLOK_M,MKT_01,8,1,17,12,12,0,1,OVERLOADED,1.417
MRT_DUKUH_ATAS,MKT_01,16,6,6,12,12,0,3,MEDIUM,0.5
MRT_DUKUH_ATAS,MKT_01,8,3,17,12,12,1,3,OVERLOADED,1.417
TJ_BLOK_M,TJ_02,13,1,19,8,80,0,3,LOW,0.237
KRL_CAWANG,MRT_NS,17,2,1637,5,1200,1,0,OVERLOADED,1.364
TJ_DUKUH_ATAS,TJ_01,22,4,37,8,80,0,2,MEDIUM,0.463
TJ_CAWANG,TJ_02,10,4,37,8,80,1,0,MEDIUM,0.463
KRL_CAWANG,TJ_02,12,2,26,8,80,0,0,LOW,0.325
TJ_CAWANG,TJ_01,17,4,89,8,80,0,0,OVERLOADED,1.113
KRL_TANAH_ABANG,MRT_NS,16,5,1202,5,1200,0,2,OVERLOADED,1.002
TJ_CAWANG,KRL_CL,7,2,1210,5,1200,0,2,OVERLOADED,1.008
KRL_TANAH_ABANG,MRT_NS,8,1,1731,5,1200,0,2,OVERLOADED,1.442
KRL_TANAH_ABANG,MRT_NS,18,2,1980,5,1200,0,3,OVERLOADED,1.65
MRT_DUKUH_ATAS,KRL_CL,17,3,1873,5,1200,0,1,OVERLOADED,1.561
TJ_CAWANG,TJ_01,22,5,54,8,80,1,1,MEDIUM,0.675
TJ_DUKUH_ATAS,TJ_01,10,5,80,8,80,0,2,OVERLOADED,1.0
KRL_TANAH_ABANG,MRT_NS,5,1,839,5,1200,1,0,MEDIUM,0.699
KRL_TANAH_ABANG,TJ_01,19,5,54,8,80,0,1,MEDIUM,0.675
TJ_DUKUH_ATAS,KRL_CL,10,0,825,5,1200,1,1,MEDIUM,0.688
TJ_BLOK_M,MKT_01,21,2,8,12,12,0,2,MEDIUM,0.667
TJ_DUKUH_ATAS,MKT_01,16,1,8,12,12,0,2,MEDIUM,0.667
KRL_TANAH_ABANG,TJ_01,15,3,52,8,80,0,0,MEDIUM,0.65
KRL_TANAH_ABANG,TJ_02,17,0,66,8,80,0,0,HIGH,0.825
TJ_BLOK_M,TJ_01,10,2,36,8,80,0,0,MEDIUM,0.45
TJ_DUKUH_ATAS,TJ_02,16,3,170,8,80,1,0,OVERLOADED,2.125
TJ_BLOK_M,KRL_CL,20,1,512,5,1200,0,2,LOW,0.427
KRL_TANAH_ABANG,MRT_NS,14,2,645,5,1200,0,2,MEDIUM,0.537
KRL_CAWANG,TJ_02,13,0,61,8,80,0,1,HIGH,0.762
KRL_CAWANG,KRL_CL,11,2,257,5,1200,0,3,LOW,0.214
TJ_BLOK_M,MKT_01,8,0,18,12,12,0,2,OVERLOADED,1.5
KRL_TANAH_ABANG,TJ_02,5,6,40,8,80,0,3,MEDIUM,0.5
KRL_CAWANG,KRL_CL,21,2,688,5,1200,0,1,MEDIUM,0.573
TJ_BLOK_M,KRL_CL,12,1,524,5,1200,0,3,LOW,0.437
MRT_DUKUH_ATAS,MRT_NS,20,0,786,5,1200,1,0,MEDIUM,0.655
TJ_DUKUH_ATAS,MRT_NS,12,4,459,5,1200,1,1,LOW,0.383
TJ_DUKUH_ATAS,TJ_02,21,1,55,8,80,0,1,MEDIUM,0.688
TJ_CAWANG,KRL_CL,22,3,510,5,1200,0,0,LOW,0.425
MRT_DUKUH_ATAS,TJ_01,5,6,35,8,80,0,3,LOW,0.438
KRL_CAWANG,KRL_CL,16,5,1236,5,1200,0,3,OVERLOADED,1.03
KRL_CAWANG,MRT_NS,5,6,1359,5,1200,1,2,OVERLOADED,1.133
TJ_DUKUH_ATAS,MKT_01,20,4,0,12,12,0,1,LOW,0.0
KRL_TANAH_ABANG,MRT_NS,11,1,764,5,1200,0,3,MEDIUM,0.637
KRL_CAWANG,TJ_01,14,4,49,8,80,0,0,MEDIUM,0.613
TJ_CAWANG,TJ_01,5,4,49,8,80,1,1,MEDIUM,0.613
KRL_CAWANG,TJ_01,20,6,62,8,80,1,2,HIGH,0.775
TJ_BLOK_M,MKT_01,7,2,20,12,12,0,3,OVERLOADED,1.667
TJ_DUKUH_ATAS,TJ_01,22,4,0,8,80,0,2,LOW,0.0
KRL_CAWANG,MKT_01,11,2,7,12,12,0,3,MEDIUM,0.583
TJ_CAWANG,TJ_02,16,0,155,8,80,1,0,OVERLOADED,1.938
MRT_DUKUH_ATAS,MRT_NS,16,1,2171,5,1200,1,2,OVERLOADED,1.809
TJ_BLOK_M,MRT_NS,19,5,1347,5,1200,0,3,OVERLOADED,1.123
TJ_BLOK_M,MRT_NS,8,2,1130,5,1200,0,0,HIGH,0.942
MRT_DUKUH_ATAS,MRT_NS,7,0,1127,5,1200,0,2,HIGH,0.939
KRL_TANAH_ABANG,MRT_NS,9,3,1150,5,1200,0,0,HIGH,0.958
MRT_DUKUH_ATAS,KRL_CL,6,6,651,5,1200,1,3,MEDIUM,0.542
TJ_DUKUH_ATAS,KRL_CL,15,5,465,5,1200,1,0,LOW,0.388
TJ_DUKUH_ATAS,MKT_01,19,3,17,12,12,0,0,OVERLOADED,1.417
TJ_DUKUH_ATAS,TJ_02,13,1,53,8,80,0,1,MEDIUM,0.662
KRL_CAWANG,KRL_CL,21,3,680,5,1200,0,2,MEDIUM,0.567
TJ_BLOK_M,KRL_CL,5,0,955,5,1200,0,0,HIGH,0.796
KRL_TANAH_ABANG,MRT_NS,21,6,1047,5,1200,1,2,HIGH,0.873
MRT_DUKUH_ATAS,TJ_01,22,4,22,8,80,0,1,LOW,0.275
KRL_CAWANG,KRL_CL,15,0,755,5,1200,0,1,MEDIUM,0.629
KRL_CAWANG,TJ_01,11,0,45,8,80,1,0,MEDIUM,0.562
KRL_CAWANG,TJ_01,20,3,51,8,80,1,0,MEDIUM,0.637
TJ_BLOK_M,TJ_01,15,1,28,8,80,0,0,LOW,0.35
TJ_DUKUH_ATAS,TJ_01,5,5,19,8,80,0,3,LOW,0.237
TJ_BLOK_M,KRL_CL,19,0,1761,5,1200,1,1,OVERLOADED,1.468
TJ_DUKUH_ATAS,MKT_01,21,1,5,12,12,1,1,LOW,0.417
TJ_DUKUH_ATAS,MKT_01,16,6,12,12,12,0,0,OVERLOADED,1.0
KRL_CAWANG,TJ_01,10,5,35,8,80,0,0,LOW,0.438
MRT_DUKUH_ATAS,MKT_01,8,4,10,12,12,1,0,HIGH,0.833
TJ_BLOK_M,KRL_CL,12,4,408,5,1200,0,0,LOW,0.34
MRT_DUKUH_ATAS,MRT_NS,5,2,533,5,1200,0,2,LOW,0.444
TJ_BLOK_M,TJ_02,19,3,114,8,80,0,1,OVERLOADED,1.425
MRT_DUKUH_ATAS,MRT_NS,17,5,692,5,1200,0,0,MEDIUM,0.577
TJ_DUKUH_ATAS,MKT_01,7,0,13,12,12,0,1,OVERLOADED,1.083
KRL_CAWANG,TJ_01,16,2,102,8,80,0,0,OVERLOADED,1.275
KRL_CAWANG,TJ_01,5,1,61,8,80,1,3,HIGH,0.762
TJ_CAWANG,MRT_NS,18,2,1123,5,1200,1,2,HIGH,0.936
TJ_CAWANG,TJ_02,5,1,39,8,80,0,0,MEDIUM,0.487
TJ_BLOK_M,TJ_01,15,4,21,8,80,0,0,LOW,0.263
MRT_DUKUH_ATAS,MKT_01,7,5,20,12,12,0,2,OVERLOADED,1.667
TJ_DUKUH_ATAS,TJ_02,10,2,25,8,80,0,0,LOW,0.312
KRL_CAWANG,KRL_CL,14,5,672,5,1200,0,0,MEDIUM,0.56
TJ_DUKUH_ATAS,TJ_02,20,1,34,8,80,0,3,LOW,0.425
TJ_BLOK_M,TJ_01,16,6,131,8,80,0,0,OVERLOADED,1.637
KRL_TANAH_ABANG,KRL_CL,9,0,790,5,1200,0,1,MEDIUM,0.658
MRT_DUKUH_ATAS,TJ_01,16,5,85,8,80,1,0,OVERLOADED,1.062
TJ_DUKUH_ATAS,KRL_CL,20,0,540,5,1200,0,1,MEDIUM,0.45
TJ_DUKUH_ATAS,TJ_02,11,2,84,8,80,1,1,OVERLOADED,1.05
TJ_DUKUH_ATAS,MKT_01,8,0,18,12,12,0,3,OVERLOADED,1.5
KRL_CAWANG,TJ_02,19,6,163,8,80,0,3,OVERLOADED,2.038
TJ_BLOK_M,MKT_01,17,1,8,12,12,0,1,MEDIUM,0.667
MRT_DUKUH_ATAS,TJ_02,19,2,86,8,80,0,1,OVERLOADED,1.075
KRL_TANAH_ABANG,TJ_02,21,6,42,8,80,1,2,MEDIUM,0.525
KRL_CAWANG,TJ_01,6,6,34,8,80,0,2,LOW,0.425
KRL_CAWANG,KRL_CL,16,3,971,5,1200,0,0,HIGH,0.809
TJ_CAWANG,TJ_02,14,3,45,8,80,0,3,MEDIUM,0.562
